,mineral name,point group,space group
14678,Niobocarbide,4/m32/m,Fm3m
14680,Nioboheftetjernite,2/m,P21/c
14681,Nioboholtite,2/m2/m2/m,Pnma
14682,Niobokupletskite,1,P1
14685,Niobophyllite,1,P1
14687,Niocalite,m,Pa
14688,Nipalarsite,4/m32/m,Fm3m
14689,Nisbite,2/m2/m2/m,Pnnm
14691,Nishanbaevite,2/m2/m2/m,Pbcm
14692,Nisnite,4/m32/m,P4/m32/m
14694,Nissonite,2/m,C2/c
14696,Niter,2mm,Cmc21
14697,Niter,2/m2/m2/m,Pmcn
14699,Niter,3mm,R3m
14702,Nitratine,32/m2/m,R3c
14703,Nitratine,3mm,R3c
14710,Nitratine,32/m2/m,R3m
14719,Nitrobarite,332/m,Pa3
14720,Nitrobarite,332,P213
14722,Nitrocalcite,2/m,P21/c
14723,Nitrocalcite,2/m,P21/n
14725,Nitromagnesite,2/m,P21/c
14726,Nitroplumbite,m,Ia
14727,Nitscheite,2/m,P21/n
14728,Niveolanite,4/m2/m2/m,P4/mcc
14729,Nixonite,2/m,C2/m
14730,Nizamoffite,2/m2/m2/m,Pnma
14733,Nobleite,2/m,P21/a
14734,Noelbensonite,2/m2/m2/m,Cmcm
14735,Noggerathite-(Ce),2/m2/m2/m,Cmca
14736,Nolanite,6mm,P63mc
14738,Nollmotzite,m,Cm
14739,Nolzeite,1,P1
14741,Nontronite,2/m,C2/m
14742,Nontronite,1,P1
14744,Noonkanbahite,2/m2/m2/m,Imma
14746,Norbergite,2/m2/m2/m,Pbnm
14752,Nordenskioldine,3,R3
14753,Nordgauite,1,P1
14756,Nordite-(La),2/m2/m2/m,Pcca
14759,Nordstrandite,1,I1
14760,Nordstrandite,1,P1
14761,Nordstromite,2/m,P21/m
14762,Norilskite,322,P3121
14764,Normandite,2/m,P21/a
14769,Norrishite,2/m,C2/m
14770,Norsethite,32/m2/m,R3m
14771,Norsethite,322,R32
14774,Northstarite,6,P63
14776,Northupite,4/m32/m,Fd3m
14777,Northupite,332/m,Fd3
14779,Nosean,43m,P43m
14780,Nosean,43m,P43n
14781,Nosean,332,P23
14782,Novacekite-I,1,P1
14783,Novacekite-II,2/m,P21/n
14786,Novakite,2/m,C2/m
14787,Novgorodovaite,2/m,I2/m
14788,Novograblenovite,2/m,C2/c
14790,Nowackiite,3,R3
14793,Nuffieldite,2/m2/m2/m,Pbmn
14794,Nuffieldite,2/m2/m2/m,Pbnm
14795,Nukundamite,32/m2/m,P3m1
14797,Numanoite,2/m,C2/m
14799,Nuragheite,2/m,P21/c
14800,Nuwaite,4/m2/m2/m,I4/mmm
14801,Nyboite,2/m,C2/m
14803,Nyerereite,2mm,Cmc21
14804,Nyerereite,6mm,P63mc
14805,Nyholmite,2/m,C2/c
14806,Oberthurite,43m,F43m
14807,Oberwolfachite,32/m2/m,R3m
14808,Obradovicite-KCu,2/m2/m2/m,Pcnm
14809,Obradovicite-KCu,2/m2/m2/m,Pnmb
14812,Obradovicite-NaCu,2/m2/m2/m,Pnmb
14813,Obradovicite-NaNa,2/m2/m2/m,Pnmb
14815,ODanielite,2/m,C2/c
14816,Odigitriaite,2/m,C2/c
14817,Odikhinchaite,3mm,R3m
14818,Odinite,m,Cm
14819,Odinite,3mm,P31m
14821,Odintsovite,2/m2/m2/m,Fddd
14823,Offretite,62m,P6m2
14828,Oftedalite,6/m2/m2/m,P6/mcc
14831,Ognitite,3mm,P3m1
14833,Ohmilite,2/m,P21/m
14835,Ojuelaite,2/m,P21/c
14836,Okanoganite-(Y),3mm,R3m
14837,Okayamalite,42m,P421m
14839,Okenite,1,P1
14840,Okhotskite,2/m,A2/m
14841,Okieite,1,P1
14842,Okruschite,2/m,C2/c
14843,Oldhamite,4/m32/m,Fm3m
14845,Oldsite,2mm,Pmn21
14846,Olekminskite,322,P321
14849,Olenite,3mm,R3m
14874,Olgite,32/m2/m,P3m1
14878,Olivenite,2/m,P21/n
14879,Olivenite,2/m2/m2/m,Pnnm
14888,Olmiite,2/m2/m2/m,Pbca
14889,Olmsteadite,2mm,Pb21m
14890,Olsacherite,222,P2212
14894,Olshanskyite,1,P1
14895,Olympite,222,P212121
14896,Omariniite,222,I222
14897,Omeiite,2/m2/m2/m,Pnnm
14899,Ominelite,2/m2/m2/m,Pbnm
14902,Omongwaite,2,C2
14904,Omphacite,2/m,P2/n
14920,Omphacite,2/m,C2/c
14927,Omphacite,2,P2
14931,Omsite,3,P3
14933,Ondrusite,1,P1
14935,Oneillite,3,R3
14936,Onoratoite,2/m,C2/m
14943,Ophirite,1,P1
14945,Oppenheimerite,1,P1
14946,Orcelite,6mm,P63cm
14948,Ordonezite,4/m2/m2/m,P42/mnm
14951,Orebroite,3,P3
14953,Oreillyite,32/m2/m,P31m
14954,Oreillyite,6/m2/m2/m,P63/mmc
14955,Organovaite-Mn,2/m,C2/m
14956,Organovaite-Zn,2/m,C2/m
14959,Orientite,2mm,P2mm
14960,Orientite,2/m2/m2/m,Bbmm
14961,Orishchinite,2/m2/m2/m,Pnma
14964,Orlandiite,1,P1
14965,Orlovite,2,C2
14967,Orpiment,2/m,P21/n
14972,Orschallite,32/m2/m,R3c
14973,Orthobrannerite,222,P2221
14980,Orthoclase,1,C1
14981,Orthoclase,2/m,C2/m
15004,Orthocuproplatinum,2/m2/m2/m,Cmmm
15006,Orthojoaquinite-(La),2/m2/m2/m,Ccmm
15007,Orthominasragrite,2mm,Pmn21
15008,Orthopinakiolite,2/m2/m2/m,Pnnm
15010,Orthoserpierite,2mm,Pca21
15014,Orthowalpurgite,2/m2/m2/m,Pbcm
15015,Osakaite,1,P1
15017,Osarizawaite,32/m2/m,R3m
15020,Osbornite,4/m32/m,Fm3m
15030,Oscarkempffite,2/m2/m2/m,Pnca
15032,Oskarssonite,32/m2/m,R3c
15036,Osmium,6/m2/m2/m,P63/mmc
15040,Osumilite,6/m2/m2/m,P6/mcc
15055,Osumilite-(Mg),6/m2/m2/m,P6/mcc
15060,Oswaldpeetersite,2/m,P21/c
15061,Otavite,32/m2/m,R3c
15063,Otavite,3mm,R3c
15069,Otavite,3,R3
15079,Ottemannite,2/m2/m2/m,Pnma
15080,Ottensite,6,P63
15085,Ottohahnite,1,P1
15087,Ottoite,2/m,I2/a
15095,Oursinite,2/m2/m2/m,Cmca
15098,Overite,2/m2/m2/m,Pbca
15099,Owensite,4/m32/m,Pm3m
15101,Owyheeite,2/m,P21/c
15102,Oxammite,222,P21212
15109,Oxo-magnesio-hastingsite,2/m,C2/m
15112,Oxo-mangani-leakeite,2/m,C2/m
15113,Oxybismutomicrolite,4/m32/m,Fd3m
15114,Oxycalciomicrolite,4/m32/m,Fd3m
15115,Oxycalciopyrochlore,4/m32/m,Fd3m
15117,Oxycalcioromeite,4/m32/m,Fd3m
15120,Oxy-chromium-dravite,3mm,R3m
15122,Oxy-dravite,3mm,R3m
15127,Oxy-foitite,3mm,R3m
15128,Oxykinoshitalite,2/m,C2/m
15129,Oxynatromicrolite,4/m32/m,Fd3m
15130,Oxyphlogopite,2/m,C2/m
15133,Oxyplumboromeite,4/m32/m,Fd3m
15135,Oxy-schorl,3mm,R3m
15142,Oxystannomicrolite,4/m32/m,Fd3m
15144,Oxystibiomicrolite,4/m32/m,Fd3m
15145,Oxy-vanadium-dravite,3mm,R3m
15146,Oxyvanite,2/m,C2/c
15147,Oxyyttrobetafite-(Y),4/m32/m,Fd3m
15149,Oyonite,2/m,P21/n
15150,Ozernovskite,2/m,C2/c
15151,Ozerovaite,2/m2/m2/m,Cmca
15156,Paakkonenite,2/m,C2/m
15157,Paarite,2/m2/m2/m,Pmcn
15160,Pabstite,62m,P6c2
15162,Paceite,4/m,I4/m
15164,Pachnolite,2/m,F2/d
15165,Packratite,1,P1
15166,Paddlewheelite,m,Pc
15167,Paddlewheelite,m,Pb
15168,Paderaite,2/m,P21/m
15172,Paganoite,1,P1
15173,Pahasapaite,332,I23
15176,Painite,6/m,P63/m
15177,Painite,6,P63
15178,Pakhomovskyite,2/m,C2/m
15182,Palenzonaite,4/m32/m,Ia3d
15186,Palermoite,2/m2/m2/m,Immm
15189,Palermoite,2/m2/m2/m,Imcb
15190,Palladinite,4/m2/m2/m,P42/mmc
15191,Palladium,4/m32/m,Fm3m
15201,Palladoarsenide,2/m,P2/m
15204,Palladodymite,2/m2/m2/m,Pnma
15205,Palladogermanide,62m,P62m
15206,Palladosilicide,62m,P62m
15209,Palladothallite,4/m2/m2/m,I4/mmm
15210,Palladseite,4/m32/m,Pm3m
15212,Palladseite,43m,P43m
15213,Palladseite,432,P432
15214,Palmierite,32/m2/m,R3m
15215,Palygorskite,2/m,C2/m
15217,Palygorskite,2/m,P21/a
15219,Palygorskite,2/m2/m2/m,Pbmn
15222,Pampaloite,2/m,C2/c
15224,Pandoraite-Ba,2,P2
15225,Pandoraite-Ca,2,P2
15226,Panethite,2/m,P21/n
15227,Panguite,2/m2/m2/m,Pbca
15228,Panichiite,4/m32/m,Fm3m
15229,Panskyite,4/m2/m2/m,I4/mmm
15231,Pansnerite,2/m2/m2/m,Cmca
15232,Panunzite,6,P63
15233,Paolovite,2/m2/m2/m,Pbnm
15235,Papagoite,2/m,C2/m
15236,Paqueite,322,P321
15238,Paraberzeliite,2/m,C2/c
15240,Parabutlerite,2/m2/m2/m,Pmnb
15242,Parabutlerite,222,P212121
15248,Paracelsian,2/m,P21/a
15250,Paracelsian,2/m2/m2/m,Pnam
15251,Paracoquimbite,3,R3
15256,Paracostibite,2/m2/m2/m,Pbca
15258,Paradamite,1,P1
15261,Paradimorphite,2/m2/m2/m,Pnma
15263,Paradocrasite,2,C2
15264,Paradsasvarite,2/m,P21/a
15265,Paraershovite,1,P1
15266,Parafiniukite,6/m,P63/m
15268,Parafransoletite,1,P1
15269,Parageorgbokiite,2/m,P21/c
15271,Paragonite,2/m,C2/c
15280,Paraguanajuatite,32/m2/m,R3m
15281,Parahibbingite,32/m2/m,R3m
15283,Parahopeite,1,P1
15285,Parakeldyshite,1,P1
15287,Parakuzmenkoite-Fe,2/m,C2/m
15289,Paralabuntsovite-Mg,2/m,B2/m
15293,Paralaurionite,2/m,C2/m
15294,Paralstonite,322,P321
15295,Paramarkeyite,2/m,P21/n
15296,Paramelaconite,4/m2/m2/m,I41/amd
15298,Paramontroseite,2/m2/m2/m,Pbnm
15299,Paranatisite,2/m2/m2/m,Pmma
15300,Paranatisite,2mm,Pmc21
15301,Paranatrolite,m,Cc
15306,Paranatrolite,m,Fd
15307,Paraniite-(Y),4/m,I41/a
15310,Parapierrotite,m,Pn
15311,Pararaisaite,2/m,P21/c
15312,Pararammelsbergite,2/m2/m2/m,Pbca
15316,Pararealgar,2/m,P21/n
15317,Pararealgar,2/m,P21/c
15318,Pararobertsite,2/m,P21/c
15322,Parascandolaite,4/m32/m,Pm3m
15324,Paraschoepite,2/m2/m2/m,Pbca
15326,Parascholzite,2/m,C2/c
15327,Parascorodite,32/m2/m,P3c1
15329,Parasibirskite,2/m,P21/m
15331,Parasterryite,2/m,P21/c
15333,Parasymplesite,2/m,C2/m
15336,Paratacamite,3,R3
15339,Paratacamite-(Mg),3,R3
15341,Paratacamite-(Ni),3,R3
15343,Paratellurite,422,P41212
15344,Paratimroseite,222,P212121
15347,Paratsepinite-Ba,2/m,C2/m
15348,Paratsepinite-Na,2/m,C2/m
15354,Paravauxite,1,P1
15357,Paravinogradovite,1,P1
15358,Parawulffite,2/m,P2/c
15368,Pargasite,2/m,C2/m
15428,Parisite-(Ce),3,R3
15429,Parisite-(Ce),m,Cc
15431,Parkerite,2/m2/m2/m,Pmam
15435,Parnauite,222,P2122
15436,Parnauite,2mm,Pmn21
15438,Parnauite,2,P21
15439,Parsettensite,2/m,C2/m
15441,Parsonsite,1,P1
15444,Partheite,2/m,C2/c
15449,Parwelite,2/m,A2/a
15450,Pasavaite,2/m2/m2/m,Pmmn
15452,Pascoite,2/m,C2/m
15453,Paseroite,3,R3
15456,Patronite,2/m,I2/c
15458,Pattersonite,1,P1
15459,Patynite,1,P1
15460,Pauflerite,2/m2/m2/m,Pnma
15461,Pauladamsite,1,P1
15462,Paulgrothite,2mm,Cmc21
15464,Paulingite-Ca,4/m32/m,Im3m
15465,Paulingite-K,4/m32/m,Im3m
15468,Paulkellerite,2/m,C2/c
15469,Paulkerrite,2/m2/m2/m,Pbca
15470,Paulmooreite,2/m,P21/a
15471,Pauloabibite,3,R3
15475,Pautovite,2/m2/m2/m,Cmcm
15478,Pavlovskyite,2/m2/m2/m,Pbcn
15480,Pavonite,2/m,C2/m
15482,Paxite,2/m,P21/c
15487,Pearceite,32/m2/m,P3m1
15491,Pearceite,322,P321
15492,Pearceite,2/m,C2/c
15493,Peatite-(Y),222,P222
15499,Pectolite,1,P1
15501,Peisleyite,1,P1
15502,Pekoite,2mm,P21am
15503,Pekovite,2/m2/m2/m,Pnma
15504,Peligotite,1,P1
15505,Pellouxite,2/m,C2/m
15507,Pellyite,2/m2/m2/m,Cmcm
15508,Penberthycroftite,2/m,P21/c
15510,Penfieldite,6,P6
15514,Penikisite,2/m,P21/m
15515,Penkvilksite,2/m2/m2/m,Pnca
15517,Penkvilksite,2/m,P21/c
15519,Penobsquisite,2,P21
15520,Penriceite,2/m,P21/c
15521,Penroseite,332/m,Pa3
15524,Pentagonite,2mm,Ccm21
15529,Pentahydrite,1,P1
15532,Pentahydroborite,1,P1
15537,Pentlandite,4/m32/m,Fm3m
15582,Penzhinite,622,P6322
15584,Peprossiite-(Ce),62m,P62m
15586,Perboeite-(Ce),2/m,P21/m
15600,Perboeite-(La),2/m,P21/m
15601,Percleveite-(Ce),4,P41
15603,Percleveite-(La),4,P41
15605,Peretaite,2/m,C2/c
15606,Perettiite-(Y),2/m2/m2/m,Pmna
15608,Perhamite,32/m2/m,P3m1
15609,Periclase,4/m32/m,Fm3m
15953,Perite,2/m2/m2/m,Bmmb
15954,Perlialite,6/m2/m2/m,P6/mmm
15956,Perloffite,2/m,P21/m
15958,Permingeatite,42m,I42m
15960,Perovskite,2/m2/m2/m,Pbnm
15966,Perovskite,2/m2/m2/m,Cmmm
15967,Perovskite,4/m32/m,Pm3m
15978,Perraultite,2,C2
15979,Perraultite,1,C1
15980,Perrierite-(Ce),2/m,C2/m
15981,Perrierite-(La),2/m,P21/a
15985,Perroudite,222,P21212
15986,Perryite,32/m2/m,R3c
15988,Pertlikite,4/m2/m2/m,I41/acd
15989,Pertoldite,322,P3121
15990,Pertsevite-(F),2mm,Pna21
15992,Pertsevite-(OH),2/m2/m2/m,Pnma
15993,Petalite,2/m,P2/c
16019,Petalite,2/m,P2/a
16027,Petarasite,2/m,P21/m
16028,Petedunnite,2/m,C2/c
16050,Peterandresenite,2/m,C2/m
16052,Peterbaylissite,2/m2/m2/m,Pcab
16053,Petermegawite,2mm,Cmc21
16056,Petersenite-(Ce),2,P21
16057,Petersite-(Ce),6/m,P63/m
16060,Petersite-(La),6/m,P63/m
16062,Petewilliamsite,2,C2
16063,Petitjeanite,1,P1
16069,Petricekite,2/m2/m2/m,Pnnm
16072,Petrovite,2/m,P21/c
16075,Petrukite,2mm,Pmn21
16078,Petscheckite,32/m2/m,P31m
16079,Petterdite,2/m2/m2/m,Pbnm
16081,Petzite,432,I4132
16082,Pezzottaite,32/m2/m,R3c
16084,Pezzottaite,3mm,R3c
16085,Pezzottaite,32/m2/m,R3m
16091,Pharmacoalumite,43m,P43m
16094,Pharmacolite,m,Ia
16097,Pharmacosiderite,43m,P43m
16101,Pharmazincite,6,P63
16102,Phaunouxite,1,P1
16106,Phenakite,3,R3
16120,Philipsbornite,32/m2/m,R3m
16121,Philipsburgite,2/m,P21/c
16125,Phillipsite-Ca,2/m,P21/m
16128,Phillipsite-K,2/m,P21/m
16131,Phillipsite-Na,2mm,B2mb
16132,Philolithite,4/m2/m2/m,P42/nnm
16133,Philoxenite,1,P1
16134,Philrothite,2/m,P21/c
16136,Phlogopite,m,Cm
16137,Phlogopite,322,P3112
16138,Phlogopite,2/m,C2/c
16146,Phlogopite,2/m,C2/m
16245,Phlogopite,2,C2
16279,Phoenicochroite,2/m,C2/m
16284,Phosgenite,4/m2/m2/m,P4/mbm
16285,Phosinaite-(Ce),222,P22121
16286,Phosphammite,2/m,P21/c
16287,Phosphocyclite-(Fe),2/m,C2/c
16288,Phosphocyclite-(Ni),2/m,C2/c
16289,Phosphoellenbergerite,6mm,P63mc
16292,Phosphoferrite,2/m2/m2/m,Pbna
16293,Phosphoferrite,2/m2/m2/m,Pcmb
16295,Phosphogartrellite,1,P1
16298,Phosphohedyphane,6/m,P63/m
16301,Phosphophyllite,2/m,P21/c
16305,Phosphosiderite,2/m,P21/n
16307,Phosphovanadylite-Ba,43m,I43m
16308,Phosphovanadylite-Ca,43m,I43m
16309,Phosphowalpurgite,1,P1
16313,Phosphuranylite,2/m2/m2/m,Bmmb
16314,Phoxite,2/m,P21/c
16315,Phuralumite,2/m,P21/a
16318,Phurcalite,2/m2/m2/m,Pbca
16320,Picaite,2/m,P21/c
16321,Piccoliite,2/m2/m2/m,Pbcm
16323,Pickeringite,2/m,P21/c
16324,Picotpaulite,2/m2/m2/m,Cmcm
16325,Picromerite,2/m,P21/a
16328,Picropharmacolite,1,P1
16329,Pieczkaite,6/m,P63/m
16335,Piemontite,2/m,P21/m
16357,Piemontite-(Pb),2/m,P21/m
16359,Piemontite-(Sr),2/m,P21/m
16366,Piergorite-(Ce),2/m,P2/a
16367,Pierrotite,2mm,Pna21
16368,Pigeonite,2/m,P21/c
16395,Pigeonite,2/m,C2/c
16447,Pilawite-(Y),2/m,P21/c
16448,Pillaite,2/m,C2/m
16449,Pilsenite,32/m2/m,R3m
16451,Pinakiolite,2/m,C2/m
16452,Pinalite,2/m2/m2/m,Amam
16453,Pinchite,2/m2/m2/m,Ibam
16455,Pingguite,2/m2/m2/m,Pnma
16457,Pinnoite,4,P42
16458,Pinnoite,4/m,P42/n
16463,Pirquitasite,4,I4
16465,Pirssonite,2mm,Fdd2
16466,Pitiglianoite,6,P63
16470,Pitiglianoite,6/m,P63/m
16482,Pittongite,62m,P6m2
16484,Piypite,4,I4
16485,Piypite,4/m,P4/n
16486,Pizgrischite,2/m,C2/m
16487,Plagionite,2/m,C2/c
16489,Plancheite,2/m2/m2/m,Pcnb
16490,Planerite,1,P1
16493,Plasilite,2/m,P21/c
16494,Platarsite,332/m,Pa3
16497,Platinum,4/m32/m,Fm3m
16508,Plattnerite,4/m2/m2/m,P42/mnm
16509,Plattnerite,2/m2/m2/m,Pnam
16520,Plavnoite,2/m,C2/m
16522,Plimerite,2/m2/m2/m,Bbmm
16524,Pliniusite,6/m,P63/m
16526,Plombierite,m,Bb
16527,Plumboagardite,6/m,P63/m
16528,Plumboferrite,6/m2/m2/m,P63/mmc
16530,Plumbogummite,32/m2/m,R3m
16531,Plumbojarosite,3mm,R3m
16534,Plumbojarosite,32/m2/m,R3m
16538,Plumbonacrite,6mm,P63cm
16540,Plumboperloffite,2/m,P21/m
16541,Plumbopharmacosiderite,43m,P43m
16543,Plumbophyllite,2/m2/m2/m,Pbcn
16544,Plumboselite,2mm,Cmc21
16546,Plumbotsumite,222,C2221
16548,Podlesnoite,2/m2/m2/m,Cmcm
16549,Poellmannite,3,R3
16550,Poirierite,2/m2/m2/m,Pmma
16552,Poitevinite,1,P1
16555,Pokhodyashinite,1,P1
16556,Pokhodyashinite,2/m,C2/m
16557,Pokrovskite,2/m,P21/a
16558,Polarite,2mm,Ccm21
16559,Polarite,2mm,Cmc21
16561,Poldervaartite,222,P212121
16562,Poldervaartite,2/m2/m2/m,Pbca
16565,Polekhovskyite,6/m2/m2/m,P63/mmc
16566,Polezhaevaite-(Ce),6/m,P63/m
16569,Polkanovite,6/m,P63/m
16571,Polloneite,2,P21
16574,Pollucite,4/m32/m,Ia3d
16575,Pollucite,4/m2/m2/m,I41/acd
16579,Polyakovite-(Ce),2/m,C2/m
16580,Polyarsite,2/m,I2/m
16582,Polybasite,2/m,C2/c
16583,Polybasite,322,P321
16584,Polybasite,32/m2/m,P3m1
16586,Polycrase-(Y),2/m2/m2/m,Pbcn
16588,Polydymite,4/m32/m,Fd3m
16589,Polyhalite,1,P1
16597,Polyhalite,1,F1
16602,Polylithionite,2/m,C2/c
16604,Polylithionite,2,C2
16617,Polyphite,1,P1
16618,Pomite,1,P1
16619,Ponomarevite,2/m,C2/c
16621,Popovite,1,P1
16623,Poppiite,2/m,C2/m
16624,Popugaevaite,m,Pn
16626,Portlandite,32/m2/m,P3m1
16635,Portlandite,2,I2
16651,Posepnyite,43m,I43m
16654,Posnjakite,m,Pa
16655,Postite,2/m2/m2/m,Pccn
16656,Potarite,4/m2/m2/m,P4/mmm
16658,Potassic-arfvedsonite,2/m,C2/m
16659,Potassiccarpholite,2/m2/m2/m,Ccca
16661,Potassic-chloro-hastingsite,2/m,C2/m
16662,Potassic-chloro-pargasite,2/m,C2/m
16663,Potassic-ferri-leakeite,2/m,C2/m
16665,Potassic-ferro-pargasite,2/m,C2/m
16666,Potassic-ferro-taramite,2/m,C2/m
16667,Potassic-fluoro-hastingsite,2/m,C2/m
16669,Potassic-fluoro-pargasite,2/m,C2/m
16670,Potassic-fluoro-richterite,2/m,C2/m
16672,Potassic-hastingsite,2/m,C2/m
16674,Potassic-jeanlouisite,2/m,C2/m
16675,Potassic-magnesio-arfvedsonite,2/m,C2/m
16676,Potassic-magnesio-fluoro-arfvedsonite,2/m,C2/m
16682,Potassic-pargasite,2/m,C2/m
16683,Potassic-richterite,2/m,C2/m
16684,Potassic-sadanagaite,2/m,C2/m
16685,Pottsite,422,I4122
16686,Poubaite,32/m2/m,R3m
16688,Poudretteite,6/m2/m2/m,P6/mcc
16690,Poughite,2mm,P21nb
16692,Povondraite,3mm,R3m
16696,Powellite,4/m,I41/a
16703,Poyarkovite,2/m,C2/c
16704,Pracharite,32/m2/m,P3c1
16705,Pradetite,1,P1
16713,Prehnite,2/m2/m2/m,Pncm
16714,Prehnite,2mm,P2cm
16725,Preisingerite,1,P1
16727,Preiswerkite,2/m,C2/m
16730,Preobrazhenskite,2/m2/m2/m,Pbcn
16731,Pretulite,4/m2/m2/m,I41/amd
16733,Prewittite,2/m2/m2/m,Pnnm
16735,Pribramite,2/m2/m2/m,Pnma
16738,Priceite,2/m,P21/c
16742,Priderite,4/m,I4/m
16743,Princivalleite,3mm,R3m
16744,Pringleite,1,P1
16745,Priscillagrewite-(Y),4/m32/m,Ia3d
16746,Prismatine,2/m2/m2/m,Cmcm
16751,Probertite,2/m,P21/c
16752,Proshchenkoite-(Y),3mm,R3m
16755,Prosopite,2/m,C2/c
16757,Prosperite,2/m,C2/c
16758,Protasite,m,Pn
16759,Proto-anthophyllite,2/m2/m2/m,Pnmn
16760,Protocaseyite,1,P1
16761,Protochabourneite,1,P1
16763,Protoenstatite,2/m2/m2/m,Pbcn
16769,Proudite,2/m,C2/m
16772,Proustite,3mm,R3c
16777,Proxidecagonite,2/m2/m2/m,Pnma
16781,Pseudoboleite,4/m2/m2/m,I4/mmm
16785,Pseudobrookite,2/m2/m2/m,Cmcm
16786,Pseudobrookite,2/m2/m2/m,Bbmm
16800,Pseudodickthomssenite,1,P1
16801,Pseudograndreefite,222,F222
16807,Pseudojohannite,1,P1
16809,Pseudolaueite,2/m,P21/a
16810,Pseudolyonsite,2/m,P21/c
16815,Pseudomalachite,2/m,P21/c
16816,Pseudomarkeyite,2/m,P21/m
16818,Pseudomeisserite-(NH4),2/m,P21/c
16819,Pseudopomite,1,P1
16820,Pseudorutile,622,P6322
16821,Pseudosinhalite,2/m,P21/c
16824,Pseudowollastonite,2/m,C2/c
16837,Pucherite,2/m2/m2/m,Pnca
16842,Pumpellyite-(Al),2/m,A2/m
16843,Pumpellyite-(Al),2/m,C2/m
16846,Pumpellyite-(Fe2+),2/m,A2/m
16850,Pumpellyite-(Mg),2/m,A2/m
16851,Pumpellyite-(Mg),2/m,C2/m
16857,Pumpellyite-(Mn2+),2/m,A2/m
16859,Puninite,2/m,C2/c
16860,Punkaruaivite,2/m,C2/c
16861,Purpurite,2/m2/m2/m,Pbnm
16862,Pushcharovskite,1,P1
16863,Putnisite,2/m2/m2/m,Pnma
16865,Puttapaite,2/m,C2/m
16866,Putzite,43m,F43m
16867,Pyatenkoite-(Y),322,R32
16868,Pyracmonite,3mm,R3c
16869,Pyracmonite,2/m,P21/c
16870,Pyradoketosite,2/m,P21/n
16873,Pyrargyrite,3mm,R3c
16882,Pyrite,332/m,Pa3
16887,Pyrite,1,P1
16893,Pyroaurite,3mm,R3m
16896,Pyrobelonite,2/m2/m2/m,Pnma
16899,Pyrochroite,32/m2/m,P3m1
16908,Pyrolusite,4/m2/m2/m,P42/mnm
16914,Pyromorphite,6/m,P63/m
16922,Pyrope,4/m32/m,Ia3d
17061,Pyrophanite,3,R3
17068,Pyrophanite,3mm,R3c
17075,Pyrophyllite,2/m,C2/c
17076,Pyrophyllite,1,C1
17082,Pyrosmalite-(Fe),32/m2/m,P3m1
17084,Pyrosmalite-(Mn),32/m2/m,P3m1
17088,Pyrostilpnite,2/m,P21/c
17091,Pyroxferroite,1,P1
17095,Pyroxmangite,1,C1
17104,Pyrrhotite,6/m2/m2/m,P63/mmc
17106,Pyrrhotite,2/m,C2/c
17108,Pyrrhotite,2/m,F2/d
17109,Pyrrhotite,2,P21
17112,Pyrrhotite,2/m2/m2/m,Cmca
17113,Pyrrhotite,m,Fd
17114,Pyrrhotite,m,Cc
17115,Qandilite,4/m32/m,Fd3m
17118,Qandilite,422,P4122
17173,Qaqarssukite-(Ce),32/m2/m,P3c1
17174,Qatranaite,2/m,P21/c
17175,Qeltite,322,P321
17177,Qilianshanite,2,C2
17178,Qingheiite,2/m,P21/n
17180,Qingsongite,43m,F43m
17183,Qitianlingite,2/m2/m2/m,Pbcn
17185,Quadratite,422,P4322
17187,Quadridavyne,6/m,P63/m
17188,Quadruphite,1,P1
17195,Quartz,622,P6222
17196,Quartz,322,P3121
17204,Quartz,322,P3221
17240,Queitite,2,P21
17243,Quenselite,2/m,P2/a
17244,Quenselite,2/m,P2/c
17246,Quenstedtite,1,P1
17249,Quetzalcoatlite,32/m2/m,P31m
17250,Quijarroite,2mm,Pmn21
17251,Quintinite,322,P3112
17252,Quintinite,622,P6322
17254,Quintinite,62m,P62m
17255,Qusongite,62m,P6m2
17257,Raadeite,2/m,P21/n
17260,Raberite,1,P1
17261,Radekskodaite-(Ce),2/m,P21/m
17262,Radekskodaite-(La),2/m,P21/m
17264,Radovanite,2/m2/m2/m,Pnma
17265,Radtkeite,2/m,C2/m
17266,Radvaniceite,m,Pc
17267,Raguinite,2/m,C2/m
17268,Raisaite,2/m,C2/c
17269,Raite,2/m,C2/m
17272,Rajite,2/m,P21/c
17273,Rakovanite,2/m,P21/n
17275,Ralphcannonite,42m,I42m
17277,Ramaccioniite,2/m,P21/a
17278,Ramanite-(Cs),2/m,C2/c
17281,Ramanite-(Rb),2mm,Aba2
17283,Ramazzoite,43m,P43m
17284,Rambergite,6mm,P63mc
17288,Ramdohrite,2/m,P21/n
17290,Ramikite-(Y),1,P1
17293,Rammelsbergite,2/m2/m2/m,Pnnm
17295,Ramosite,2/m,C2/m
17296,Ramosite,2,P21
17298,Ramsbeckite,2/m,P21/a
17300,Ramsdellite,2/m2/m2/m,Pnam
17301,Ramsdellite,2/m2/m2/m,Pnma
17302,Rancieite,3,P3
17303,Rankachite,2/m2/m2/m,Pmmn
17304,Rankachite,2/m,P21/m
17306,Rankamaite,222,C222
17308,Rankinite,2/m,P21/a
17310,Ransomite,2/m,P21/c
17313,Rapidcreekite,2/m2/m2/m,Pcnb
17315,Rappoldite,1,P1
17316,Raslakite,3,R3
17322,Raspite,2/m,P21/a
